from,to,reason,strength,confidence,divergence,status
camille-saint-saens-1835,pyotr-ilyich-tchaikovsky-1840,"Saint-Saëns' classical balance and orchestration techniques influenced Tchaikovsky's approach to form and orchestral texture.",0.50,0.70,0.50,pending
franz-liszt-1811,emmanuel-chabrier-1841,"Chabrier was influenced by Liszt's innovative harmonic language and orchestration techniques, which helped shape his own style.",0.80,0.90,0.40,pending
richard-wagner-1813,emmanuel-chabrier-1841,"Wagner's use of chromaticism and leitmotif influenced Chabrier's harmonic and dramatic approach in his compositions.",0.70,0.85,0.50,pending
jules-massenet-1842,emmanuel-chabrier-1841,"Massenet's melodic lyricism and operatic style had an impact on Chabrier's vocal and orchestral writing.",0.60,0.80,0.50,pending
charles-gounod-1818,emmanuel-chabrier-1841,"Gounod's melodic and harmonic style influenced Chabrier's early works, especially in his operatic and vocal music.",0.50,0.75,0.60,pending
camille-saint-saens-1835,emmanuel-chabrier-1841,"Saint-Saëns' mastery of orchestration and classical forms influenced Chabrier's approach to orchestral composition.",0.60,0.80,0.50,pending
bedrich-smetana-1824,antonin-dvorak-1841,"Smetana was a pioneering Czech nationalist composer whose work deeply influenced Dvořák's incorporation of Czech folk elements and national identity in his music.",0.90,1.00,0.30,pending
johannes-brahms-1833,antonin-dvorak-1841,"Brahms was a mentor and supporter of Dvořák, influencing his compositional style, especially in structure and romantic idioms.",0.80,1.00,0.40,pending
richard-wagner-1813,antonin-dvorak-1841,"Wagner's harmonic language and dramatic orchestration influenced many Romantic composers including Dvořák, though Dvořák maintained a more conservative and folk-based style.",0.60,0.90,0.60,pending
franz-liszt-1811,antonin-dvorak-1841,"Liszt's innovations in harmony and form, as well as his promotion of nationalistic music, had an impact on Dvořák's development.",0.50,0.80,0.50,pending
giuseppe-verdi-1813,antonin-dvorak-1841,"Verdi's operatic style and melodic gift influenced Dvořák's lyrical writing and dramatic sensibility.",0.40,0.70,0.60,pending
pyotr-ilyich-tchaikovsky-1840,antonin-dvorak-1841,"Tchaikovsky and Dvořák were contemporaries who influenced each other, sharing a Romantic style with nationalistic elements and rich orchestration.",0.70,0.90,0.40,pending
charles-gounod-1818,jules-massenet-1842,"Gounod was a major figure in French opera and sacred music whose melodic style and lyricism influenced Massenet's operatic compositions.",0.80,0.90,0.30,pending
jacques-offenbach-1819,jules-massenet-1842,"Offenbach's operetta style and lightness in theatrical music influenced Massenet's approach to opera and stage works.",0.60,0.80,0.40,pending
giuseppe-verdi-1813,jules-massenet-1842,"Verdi's dramatic operatic style and emphasis on melody and emotion had a significant impact on Massenet's operatic writing.",0.70,0.85,0.40,pending
richard-wagner-1813,jules-massenet-1842,"Wagner's innovations in harmony and orchestration influenced Massenet, though Massenet maintained a more traditional French lyricism.",0.50,0.80,0.60,pending
camille-saint-saens-1835,jules-massenet-1842,"Saint-Saëns, a leading French composer and organist, influenced Massenet's orchestration and melodic style.",0.70,0.90,0.30,pending
franz-liszt-1811,jules-massenet-1842,"Liszt's harmonic innovations and programmatic style had some influence on Massenet's orchestral and operatic works.",0.40,0.70,0.50,pending
franz-schubert-1797,edvard-grieg-1843,"Grieg admired Schubert's lyrical melodies and harmonic language, which influenced his own Romantic style.",0.70,0.90,0.40,pending
robert-schumann-1810,edvard-grieg-1843,"Schumann's Romantic expressiveness and piano works had a strong impact on Grieg's compositional approach.",0.80,0.95,0.30,pending
franz-liszt-1811,edvard-grieg-1843,"Liszt's virtuosic piano style and harmonic innovations influenced Grieg's piano compositions.",0.60,0.85,0.50,pending
richard-wagner-1813,edvard-grieg-1843,"Wagner's use of leitmotifs and chromatic harmony influenced Grieg's dramatic and harmonic language.",0.50,0.80,0.60,pending
johannes-brahms-1833,edvard-grieg-1843,"Brahms' structural rigor and Romantic idiom influenced Grieg's compositional style.",0.70,0.90,0.40,pending
bedrich-smetana-1824,edvard-grieg-1843,"Smetana's nationalistic style and incorporation of folk elements inspired Grieg's own use of Norwegian folk music.",0.80,0.85,0.30,pending
felix-mendelssohn-1809,edvard-grieg-1843,"Mendelssohn's clarity, lyricism, and classical forms influenced Grieg's early works.",0.60,0.80,0.50,pending
mikhail-ivanovich-glinka-1804,nikolai-rimsky-korsakov-1844,"Glinka is considered the father of Russian classical music and heavily influenced Rimsky-Korsakov's nationalistic style and use of Russian folk themes.",0.90,1.00,0.30,pending
mily-balakirev-1837,nikolai-rimsky-korsakov-1844,"Balakirev was a mentor and leader of 'The Five,' directly influencing Rimsky-Korsakov's compositional style and nationalist ideals.",0.95,1.00,0.20,pending
alexander-borodin-1833,nikolai-rimsky-korsakov-1844,"Borodin, a fellow member of 'The Five,' influenced Rimsky-Korsakov through shared nationalist goals and compositional techniques.",0.85,1.00,0.30,pending
modest-mussorgsky-1839,nikolai-rimsky-korsakov-1844,"Mussorgsky's innovative harmonic language and Russian themes influenced Rimsky-Korsakov, who also edited and orchestrated some of Mussorgsky's works.",0.90,1.00,0.40,pending
richard-wagner-1813,nikolai-rimsky-korsakov-1844,"Wagner's use of leitmotifs and chromatic harmony influenced Rimsky-Korsakov's orchestration and dramatic style.",0.70,0.90,0.50,pending
franz-liszt-1811,nikolai-rimsky-korsakov-1844,"Liszt's symphonic poems and innovative orchestration techniques influenced Rimsky-Korsakov's approach to programmatic music.",0.60,0.80,0.50,pending
pyotr-ilyich-tchaikovsky-1840,nikolai-rimsky-korsakov-1844,"Tchaikovsky, a contemporary and sometimes collaborator, influenced Rimsky-Korsakov's melodic and orchestral style.",0.70,0.90,0.40,pending
cesar-franck-1822,charles-marie-widor-1844,"Widor studied under César Franck and was heavily influenced by his organ compositions and harmonic language.",0.90,1.00,0.30,pending
johannes-brahms-1833,charles-marie-widor-1844,"Brahms' structural rigor and romantic style influenced Widor's compositional approach, especially in his organ symphonies.",0.70,0.90,0.40,pending
richard-wagner-1813,charles-marie-widor-1844,"Widor was influenced by Wagner's harmonic innovations and orchestral textures, which informed his organ symphonies.",0.60,0.80,0.50,pending
camille-saint-saens-1835,charles-marie-widor-1844,"Saint-Saëns, a prominent French composer and organist, influenced Widor's style and organ technique.",0.80,0.95,0.30,pending
franz-liszt-1811,charles-marie-widor-1844,"Liszt's virtuosic piano and organ works and his expansion of harmonic language influenced Widor's organ compositions.",0.70,0.85,0.40,pending
camille-saint-saens-1835,gabriel-faure-1845,"Saint-Saëns was Fauré's teacher and mentor, profoundly shaping his compositional style and musical development.",0.90,1.00,0.30,pending
jules-massenet-1842,gabriel-faure-1845,"Massenet's lyrical and melodic style influenced Fauré's approach to melody and operatic expression.",0.70,0.90,0.40,pending
franz-liszt-1811,gabriel-faure-1845,"Liszt's harmonic innovations and piano techniques influenced Fauré's harmonic language and piano writing.",0.60,0.80,0.50,pending
frederic-chopin-1810,gabriel-faure-1845,"Chopin's poetic piano style and harmonic subtlety influenced Fauré's piano compositions and harmonic palette.",0.70,0.90,0.40,pending
richard-wagner-1813,gabriel-faure-1845,"Wagner's advanced harmonic language and chromaticism had an indirect influence on Fauré's harmonic exploration.",0.50,0.70,0.60,pending
johannes-brahms-1833,gabriel-faure-1845,"Brahms' structural rigor and melodic development influenced Fauré's compositional craftsmanship.",0.60,0.80,0.50,pending
charles-gounod-1818,gabriel-faure-1845,"Gounod's melodic lyricism and sacred music tradition influenced Fauré's vocal and choral works.",0.60,0.80,0.50,pending
cesar-franck-1822,vincent-dindy-1851,"Vincent d'Indy was a student of César Franck and was heavily influenced by his harmonic language and compositional techniques.",0.90,1.00,0.30,pending
ludwig-van-beethoven-1770,vincent-dindy-1851,"D'Indy admired Beethoven's structural rigor and thematic development, which influenced his own symphonic and chamber works.",0.70,0.90,0.40,pending
richard-wagner-1813,vincent-dindy-1851,"D'Indy was influenced by Wagner's use of leitmotifs and expanded harmonic language, which shaped his approach to orchestration and drama.",0.60,0.80,0.50,pending
franz-liszt-1811,vincent-dindy-1851,"Liszt's innovations in form and harmony influenced d'Indy's compositional style, especially in his symphonic poems and piano works.",0.50,0.70,0.50,pending
johannes-brahms-1833,vincent-dindy-1851,"D'Indy respected Brahms' classical forms and contrapuntal mastery, which informed his own conservative yet innovative style.",0.50,0.70,0.40,pending
richard-wagner-1813,engelbert-humperdinck-1854,"Humperdinck was a student and admirer of Wagner, and his operatic style and use of leitmotifs show Wagner's strong influence.",0.90,1.00,0.30,pending
franz-liszt-1811,engelbert-humperdinck-1854,"Liszt's harmonic innovations and orchestration techniques influenced Humperdinck's compositional approach.",0.60,0.80,0.50,pending
johannes-brahms-1833,engelbert-humperdinck-1854,"Brahms' structural clarity and romantic idiom had an impact on Humperdinck's musical language.",0.50,0.70,0.60,pending
bedrich-smetana-1824,leos-janacek-1854,"Smetana's pioneering Czech national style and use of folk elements strongly influenced Janáček's incorporation of Moravian folk music and national identity in his compositions.",0.90,0.95,0.40,pending
antonin-dvorak-1841,leos-janacek-1854,"Dvořák's synthesis of folk music with classical forms provided a model for Janáček's own nationalistic and folk-inspired musical language.",0.85,0.90,0.50,pending
richard-wagner-1813,leos-janacek-1854,"Wagner's advanced harmonic language and dramatic approach to opera influenced Janáček's operatic style and orchestration techniques.",0.70,0.85,0.60,pending
gustav-mahler-1860,leos-janacek-1854,"Mahler's expansive symphonic structures and emotional intensity had an impact on Janáček's orchestral writing and expressive depth.",0.60,0.80,0.50,pending
franz-liszt-1811,leos-janacek-1854,"Liszt's innovations in harmony and form, as well as his programmatic style, influenced Janáček's approach to thematic development and musical narrative.",0.50,0.70,0.60,pending
cesar-franck-1822,ernest-chausson-1855,"Chausson was a student of César Franck and was heavily influenced by his harmonic language and symphonic style.",0.90,1.00,0.30,pending
richard-wagner-1813,ernest-chausson-1855,"Wagner's chromaticism and orchestration had a significant impact on Chausson's compositional approach.",0.80,0.90,0.50,pending
jules-massenet-1842,ernest-chausson-1855,"Massenet's melodic style and operatic sensibility influenced Chausson's lyrical writing.",0.60,0.80,0.40,pending
gabriel-faure-1845,ernest-chausson-1855,"Faure's refined harmonic language and impressionistic tendencies influenced Chausson's chamber and vocal music.",0.70,0.85,0.40,pending
richard-wagner-1813,edward-elgar-1857,"Elgar was influenced by Wagner's expansive orchestration and leitmotif technique, which shaped his own symphonic and dramatic style.",0.80,0.90,0.40,pending
johannes-brahms-1833,edward-elgar-1857,"Brahms' structural rigor and romantic expressiveness influenced Elgar's approach to symphonic form and thematic development.",0.70,0.85,0.50,pending
camille-saint-saens-1835,edward-elgar-1857,"Saint-Saëns' mastery of orchestration and melodic clarity impacted Elgar's orchestral writing and lyrical style.",0.60,0.80,0.50,pending
anton-bruckner-1824,edward-elgar-1857,"Bruckner's monumental symphonic structures and spiritual depth influenced Elgar's symphonic ambitions and choral works.",0.60,0.75,0.60,pending
franz-liszt-1811,edward-elgar-1857,"Liszt's innovations in thematic transformation and orchestral color were important to Elgar's compositional technique.",0.50,0.70,0.60,pending
giuseppe-verdi-1813,ruggero-leoncavallo-1857,"Leoncavallo was influenced by Verdi's Italian operatic tradition, particularly in his use of dramatic expression and melodic style.",0.90,0.95,0.30,pending
richard-wagner-1813,ruggero-leoncavallo-1857,"Leoncavallo was influenced by Wagner's approach to leitmotifs and orchestration, though he adapted these elements within the Italian verismo style.",0.70,0.85,0.50,pending
